ref,N,hang,mult
NC_000001.10:32134287-32134637,15,2,0
NC_000001.10:32136109-32136465,30,0,0
NC_000001.10:32137023-32137367,27,2,0
NC_000001.10:32137910-32138568,120,3,0
NC_000001.10:32140460-32141132,96,2,0
NC_000001.10:32144892-32145482,96,3,1
NC_000001.10:32145563-32145907,36,0,1
NC_000001.10:32146372-32146719,26,1,0
NC_000001.10:32148450-32149027,97,1,3
NC_000001.10:32149105-32149831,48,3,3
NC_000001.10:32149990-32150653,76,3,0
NC_000001.10:32151148-32151513,37,1,0
NC_000001.10:32151655-32152070,86,0,0
NC_000001.10:32153838-32154209,79,1,5
NC_000001.10:32154261-32154774,53,6,5
NC_000001.10:32155146-32155514,42,1,0
NC_000001.10:32155829-32156170,30,1,0
NC_000001.10:32156695-32157363,87,0,0
NC_000001.10:32157524-32157874,42,0,0
NC_000001.10:32158010-32158523,84,1,0
NC_000001.10:32158627-32158959,31,3,0
NC_000001.10:32159540-32159899,33,2,0
NC_000001.10:32160681-32161043,23,2,0
NC_000001.10:32161202-32161881,45,0,0
NC_000001.10:32162507-32163020,56,2,0
NC_000001.10:32163484-32163929,87,2,6
NC_000001.10:32163955-32164290,32,4,6
NC_000001.10:32165309-32165819,59,3,0
NC_000001.10:32167535-32167888,89,6,0
NC_000001.10:32192875-32193231,38,1,0
NC_000001.10:32193579-32194006,40,3,5
NC_000001.10:32194041-32194388,35,3,5
NC_000001.10:32196358-32197185,67,0,0
NC_000001.10:32197566-32197904,76,3,2
NC_000001.10:32197954-32198304,29,2,2
NC_000001.10:32198423-32198758,13,1,0
NC_000001.10:32200755-32201647,150,2,1
NC_000001.10:32201770-32202369,81,1,1
NC_000001.10:32202937-32203444,72,2,0
NC_000001.10:32203649-32204600,58,0,0
NC_000001.10:32204865-32206177,194,1,0
NC_000001.10:32206843-32207815,163,1,0
NC_000001.10:32208279-32208623,15,1,0
NC_000001.10:32209634-32209993,41,3,0
NC_000001.10:32210145-32210489,13,0,0
NC_000001.10:32221455-32222454,115,1,0
NC_000001.10:32222737-32223090,53,2,0
NC_000001.10:32224051-32224428,81,2,0
NC_000001.10:32224734-32225090,61,2,0
NC_000001.10:32230266-32230536,27,2,0
NC_000001.10:32256053-32256969,123,1,0
NC_000001.10:32257562-32258429,108,2,0
NC_000001.10:32258770-32259603,177,0,1
NC_000001.10:32259656-32260030,4,1,1
NC_000001.10:32262066-32262466,77,2,0
NC_000001.10:32263734-32264564,121,3,0
NC_000001.10:32264913-32265248,21,2,0
NC_000001.10:32265356-32265854,43,3,3
NC_000001.10:32265894-32266229,50,1,3
NC_000001.10:32267155-32267520,57,1,0
NC_000001.10:32279414-32281044,246,2,0
NC_000001.10:32374392-32374721,94,2,0
NC_000001.10:32375575-32375895,52,0,0
NC_000001.10:32377320-32377590,30,0,0
NC_000001.10:32378365-32378733,66,2,0
NC_000001.10:32379243-32379590,28,1,1
NC_000001.10:32379791-32380218,99,3,1
NC_000001.10:32381294-32381564,4,0,0
NC_000001.10:32384558-32384828,48,2,0
NC_000001.10:32479406-32480076,56,0,0
NC_000001.10:32495836-32496195,51,1,0
NC_000001.10:32497022-32497354,60,5,0
NC_000001.10:32498755-32499105,77,0,0
NC_000001.10:32502348-32502677,85,1,0
NC_000001.10:32503436-32503777,37,2,0
NC_000001.10:32503984-32504325,34,0,0
NC_000001.10:32504963-32505319,54,2,0
NC_000001.10:32508098-32508430,48,3,0
NC_000001.10:32538413-32538683,2,0,0
NC_000001.10:32540370-32540726,17,1,0
NC_000001.10:32541023-32541468,70,1,0
NC_000001.10:32542131-32542490,39,0,0
NC_000001.10:32542702-32543034,62,1,0
NC_000001.10:32557245-32557758,71,3,0
NC_000001.10:32560231-32560578,33,1,0
NC_000001.10:32565976-32566409,74,4,0
NC_000001.10:32568016-32568455,83,2,0
NC_000001.10:32573517-32573787,21,1,0
NC_000001.10:32608395-32608760,57,2,0
NC_000001.10:32620080-32620430,36,3,0
NC_000001.10:32622258-32622614,54,4,0
NC_000001.10:32622764-32623099,29,1,0
NC_000001.10:32623673-32624032,35,0,0
NC_000001.10:32624897-32625238,68,2,0
NC_000001.10:32626132-32626494,49,0,0
NC_000001.10:32627488-32628164,150,0,0
NC_000001.10:32628627-32628986,60,0,0
NC_000001.10:32631578-32631904,63,2,0
NC_000001.10:32632601-32632948,71,3,0
NC_000001.10:32635360-32635713,132,1,0
NC_000001.10:32636159-32636678,104,2,0
NC_000001.10:32645739-32646261,37,0,0
NC_000001.10:32646749-32647250,63,2,0
NC_000001.10:32649927-32650283,82,4,0
NC_000001.10:32653509-32653889,37,0,0
NC_000001.10:32655640-32655981,46,5,0
NC_000001.10:32657772-32658421,58,0,0
NC_000001.10:32658604-32658975,54,0,0
NC_000001.10:32659484-32659825,72,3,0
NC_000001.10:32660400-32660898,74,1,0
NC_000001.10:32661108-32661627,73,0,0
NC_000001.10:32667465-32668070,97,4,0
NC_000001.10:32669430-32671063,177,2,0
NC_000001.10:32671196-32671709,100,1,2
NC_000001.10:32671726-32672450,95,6,8
NC_000001.10:32672494-32673834,329,3,6
NC_000001.10:32674675-32675117,36,1,0
NC_000001.10:32676651-32677004,53,0,0
NC_000001.10:32677296-32677854,66,2,0
NC_000001.10:32677987-32678491,77,1,0
NC_000001.10:32680266-32680610,85,0,0
NC_000001.10:32680977-32681330,57,2,4
NC_000001.10:32681384-32681725,69,6,10
NC_000001.10:32681775-32683316,346,5,6
NC_000001.10:32686619-32686963,41,1,0
NC_000001.10:32687311-32687646,46,0,0
NC_000001.10:32687823-32688315,73,1,0
NC_000001.10:32689578-32689913,49,3,5
NC_000001.10:32689943-32690275,6,4,5
NC_000001.10:32691621-32692140,149,0,0
NC_000001.10:32693934-32694468,211,5,6
NC_000001.10:32694537-32694878,40,4,6
NC_000001.10:32696516-32696928,75,2,0
NC_000001.10:32712855-32713291,42,1,0
NC_000001.10:32713932-32714359,10,1,0
NC_000001.10:32739639-32740125,66,3,3
NC_000001.10:32740255-32740765,113,6,6
NC_000001.10:32740854-32741340,64,5,5
NC_000001.10:32741393-32741734,60,2,2
NC_000001.10:32741927-32742532,49,1,0
NC_000001.10:32745019-32745858,207,2,0
NC_000001.10:32751087-32751437,14,0,0
NC_000001.10:32757515-32757853,2,0,0
NC_000001.10:32768150-32768515,96,6,0
NC_000001.10:32782224-32782556,87,3,0
NC_000001.10:32789872-32790225,63,1,0
NC_000001.10:32792508-32792831,77,0,0
NC_000001.10:32793081-32793520,96,1,0
NC_000001.10:32794614-32794943,27,1,0
NC_000001.10:32796022-32796529,73,0,0
NC_000001.10:32797060-32797552,167,0,0
NC_000001.10:32797630-32797971,36,0,0
NC_000001.10:32798105-32798428,21,0,0
NC_000001.10:32798558-32798905,14,0,0
NC_000001.10:32800046-32800870,150,3,0
NC_000001.10:32801542-32801877,2,0,0
NC_000001.10:32826834-32827205,11,1,1
NC_000001.10:32827264-32827842,36,0,1
NC_000001.10:32828156-32828562,82,4,0
NC_000001.10:32829161-32830003,148,0,0
NC_000001.10:32831780-32832438,73,0,0
NC_000001.10:32833768-32834213,71,2,0
NC_000001.10:32834658-32834996,40,1,0
NC_000001.10:32841767-32842452,153,1,0
NC_000001.10:32843517-32844006,137,1,0
NC_000001.10:32844279-32844629,53,1,0
NC_000001.10:32846741-32847064,34,2,0
NC_000001.10:32849249-32849685,79,0,0
NC_000001.10:32852187-32852558,24,0,0
NC_000001.10:32859466-32859837,35,9,13
NC_000001.10:32859859-32860185,98,9,13
NC_000001.10:32936049-32937291,341,3,0
NC_000001.10:32946375-32946719,61,1,0
NC_000001.10:32950581-32951180,186,1,0
NC_000001.10:33001724-33001994,31,1,3
NC_000001.10:33002070-33002340,12,3,3
NC_000001.10:33058505-33059504,314,3,0
NC_000001.10:33060552-33060923,47,0,0
NC_000001.10:33065576-33066175,252,1,0
NC_000001.10:33087221-33087565,17,1,0
NC_000001.10:33092897-33093226,81,1,0
NC_000001.10:33097209-33097568,78,0,0
NC_000001.10:33099186-33099515,27,6,5
NC_000001.10:33099565-33099835,29,2,5
NC_000001.10:33100202-33100549,53,1,0
NC_000001.10:33116008-33116334,78,2,0
NC_000001.10:33116663-33116933,13,0,0
NC_000001.10:33117553-33117823,42,1,0
NC_000001.10:33123059-33123329,55,4,0
NC_000001.10:33127677-33127947,5,0,0
NC_000001.10:33133892-33134162,26,3,0
NC_000001.10:33134331-33135131,68,0,0
NC_000001.10:33138016-33138496,42,1,0
NC_000001.10:33138870-33139140,32,1,0
NC_000001.10:33145345-33145615,17,0,0
NC_000001.10:33147200-33147618,99,4,0
NC_000001.10:33149469-33149997,133,1,0
NC_000001.10:33160395-33161779,332,3,0
NC_000001.10:33168177-33168447,2,0,0
NC_000001.10:33207440-33207938,15,2,0
NC_000001.10:33219568-33219891,3,0,0
NC_000001.10:33231204-33231581,28,0,0
NC_000001.10:33233285-33233792,101,2,0
NC_000001.10:33234196-33234561,58,3,0
NC_000001.10:33235127-33238061,356,1,0
NC_000001.10:33238445-33238715,20,2,0
NC_000001.10:33241363-33241695,38,2,0
NC_000001.10:33244833-33245153,98,4,0
NC_000001.10:33245664-33246026,39,3,0
NC_000001.10:33246547-33246927,79,0,0
NC_000001.10:33247963-33248322,47,0,0
NC_000001.10:33251827-33252189,79,2,0
NC_000001.10:33252448-33252813,83,0,0
NC_000001.10:33256573-33256911,44,0,0
NC_000001.10:33263168-33263518,79,0,0
NC_000001.10:33272035-33272382,29,2,0
NC_000001.10:33276014-33276687,191,3,0
NC_000001.10:33282626-33283065,39,2,0
NC_000001.10:33291545-33292535,248,3,0
NC_000001.10:33293474-33293824,77,2,0
NC_000001.10:33295462-33295833,58,0,0
NC_000001.10:33299470-33299823,32,1,0
NC_000001.10:33318479-33318826,61,2,0
NC_000001.10:33321349-33321859,93,2,0
NC_000001.10:33329058-33329580,65,4,4
NC_000001.10:33329630-33329995,41,0,4
NC_000001.10:33330175-33330501,42,0,0
NC_000001.10:33333283-33333642,50,2,2
NC_000001.10:33333716-33334063,30,3,2
NC_000001.10:33354437-33355036,226,3,0
NC_000001.10:33359039-33359617,94,1,0
NC_000001.10:33360227-33360592,21,1,0
NC_000001.10:33360822-33361664,81,2,0
NC_000001.10:33363648-33363989,22,0,0
NC_000001.10:33366661-33367008,10,2,0
NC_000001.10:33402245-33403060,209,6,0
NC_000001.10:33403963-33404289,43,4,0
NC_000001.10:33407706-33408056,99,6,0
NC_000001.10:33409499-33409819,32,1,0
NC_000001.10:33411056-33411391,21,1,0
NC_000001.10:33411839-33412198,79,2,0
NC_000001.10:33413743-33414102,70,4,0
NC_000001.10:33415022-33415384,56,2,0
NC_000001.10:33429594-33430409,24,0,0
NC_000001.10:33476190-33476460,23,1,0
NC_000001.10:33478509-33479028,100,0,0
NC_000001.10:33480058-33480381,45,2,0
NC_000001.10:33486955-33487465,86,0,0
NC_000001.10:33490070-33490340,57,4,0
NC_000001.10:33502323-33502673,5,2,0
NC_000001.10:33547701-33548045,31,1,0
NC_000001.10:33549380-33549733,37,3,0
NC_000001.10:33557546-33557884,97,1,0
NC_000001.10:33558802-33559170,45,2,0
NC_000001.10:33560056-33560409,37,0,0
NC_000001.10:33562141-33562512,68,0,0
NC_000001.10:33563594-33563938,78,4,0
NC_000001.10:33567294-33567647,89,4,0
NC_000001.10:33583449-33583894,50,1,0
NC_000001.10:33585599-33585961,42,1,0
NC_000001.10:33611260-33611752,63,0,0
NC_000001.10:33612623-33613358,228,3,0
NC_000001.10:33623763-33624104,49,2,0
NC_000001.10:33625276-33625706,67,0,0
NC_000001.10:33630986-33631312,24,3,0
NC_000001.10:33646542-33647182,81,0,0
NC_000001.10:33735965-33736336,50,1,0
NC_000001.10:33741540-33742219,75,1,0
NC_000001.10:33745711-33746191,49,0,0
NC_000001.10:33747033-33747460,69,4,0
NC_000001.10:33760427-33760937,57,2,0
NC_000001.10:33764464-33764826,36,1,0
NC_000001.10:33772310-33773134,95,0,0
NC_000001.10:33777516-33777857,31,4,1
NC_000001.10:33777941-33778282,13,2,3
NC_000001.10:33778349-33778696,35,0,2
NC_000001.10:33786497-33786835,21,2,0
NC_000001.10:33790317-33790774,63,1,0
NC_000001.10:33791393-33791740,55,1,0
NC_000001.10:33794468-33794895,70,1,0
NC_000001.10:33795627-33795986,43,0,0
NC_000001.10:33796875-33797195,57,2,0
NC_000001.10:33797828-33798255,77,1,0
NC_000001.10:33799465-33799910,68,0,0
NC_000001.10:33815086-33815525,1,1,0
NC_000001.10:33819981-33820325,32,2,3
NC_000001.10:33820379-33820975,29,3,3
NC_000001.10:33832542-33833064,40,1,0
NC_000001.10:33834079-33834411,36,1,0
NC_000001.10:33835943-33836314,20,2,0
NC_000001.10:33836523-33836846,40,2,0
NC_000001.10:33837859-33838218,30,2,0
NC_000001.10:33840813-33841225,53,1,0
NC_000001.10:33944764-33945351,85,2,0
NC_000001.10:33953919-33954266,45,3,0
NC_000001.10:33954526-33954861,47,1,0
NC_000001.10:33955056-33955409,27,1,0
NC_000001.10:33956506-33957478,221,2,0
NC_000001.10:33958771-33959370,165,4,0
NC_000001.10:33959700-33961250,465,1,0
NC_000001.10:33985039-33985709,118,2,0
NC_000001.10:33986961-33987296,42,2,0
NC_000001.10:33988823-33989152,28,1,0
NC_000001.10:33990438-33990785,87,3,0
NC_000001.10:33992588-33992926,72,4,0
NC_000001.10:33998615-33998989,19,1,0
NC_000001.10:33999237-33999608,72,3,0
NC_000001.10:34002459-34002812,55,5,6
NC_000001.10:34002878-34003228,39,5,6
NC_000001.10:34006033-34006401,69,0,0
NC_000001.10:34006668-34007015,96,3,0
NC_000001.10:34008307-34008636,50,3,0
NC_000001.10:34011585-34011941,29,1,0
NC_000001.10:34015613-34015993,42,4,0
NC_000001.10:34023327-34023671,71,6,0
NC_000001.10:34024886-34025209,56,0,0
NC_000001.10:34033145-34033599,87,1,0
NC_000001.10:34034960-34035307,68,2,0
NC_000001.10:34037128-34037463,18,1,0
NC_000001.10:34038095-34038439,47,2,0
NC_000001.10:34042739-34043089,78,2,0
NC_000001.10:34046205-34046525,67,2,0
NC_000001.10:34049115-34049438,38,4,0
NC_000001.10:34052060-34052410,67,0,0
NC_000001.10:34052615-34052950,86,4,0
NC_000001.10:34057803-34058159,21,0,0
NC_000001.10:34065549-34065976,57,0,0
NC_000001.10:34066377-34066724,73,5,0
NC_000001.10:34067807-34068163,61,4,0
NC_000001.10:34070875-34071213,29,1,0
NC_000001.10:34071353-34071706,43,4,0
NC_000001.10:34076609-34076941,42,3,0
NC_000001.10:34080046-34080411,50,3,0
NC_000001.10:34082305-34082640,100,2,0
NC_000001.10:34083048-34083407,110,2,0
NC_000001.10:34087580-34087933,104,6,0
NC_000001.10:34088806-34089165,81,3,0
NC_000001.10:34090065-34090415,22,0,0
NC_000001.10:34090562-34090927,44,1,0
NC_000001.10:34091961-34092320,39,1,0
NC_000001.10:34098942-34099271,18,1,0
NC_000001.10:34100645-34100971,62,2,0
NC_000001.10:34101944-34102306,88,3,0
NC_000001.10:34112238-34112588,19,0,0
NC_000001.10:34117741-34118106,81,1,0
NC_000001.10:34123421-34123771,70,1,0
NC_000001.10:34128367-34128690,34,0,0
NC_000001.10:34158393-34158749,89,3,0
NC_000001.10:34164348-34164668,22,2,0
NC_000001.10:34165947-34166309,36,1,0
NC_000001.10:34174597-34175033,63,1,0
NC_000001.10:34180180-34180521,33,0,0
NC_000001.10:34181742-34182187,59,3,0
NC_000001.10:34189649-34189999,65,6,2
NC_000001.10:34190107-34190430,35,2,2
NC_000001.10:34190940-34191278,18,1,0
NC_000001.10:34192113-34192466,25,0,0
NC_000001.10:34204707-34205087,51,2,0
NC_000001.10:34208797-34209313,65,2,0
NC_000001.10:34238049-34238491,49,2,0
NC_000001.10:34254027-34254365,41,0,0
NC_000001.10:34257918-34258289,40,3,0
NC_000001.10:34270175-34270552,49,1,0
NC_000001.10:34276232-34276579,21,2,0
NC_000001.10:34285272-34285625,36,0,0
NC_000001.10:34285983-34286318,16,0,0
NC_000001.10:34291218-34291556,54,2,0
NC_000001.10:34312422-34312787,38,1,0
NC_000001.10:34329611-34330453,203,2,0
NC_000001.10:34383566-34383913,57,2,0
NC_000001.10:34401321-34401656,29,0,0
NC_000001.10:34498147-34498485,68,3,0
NC_000001.10:34554530-34554969,68,4,0
NC_000001.10:34630366-34630719,3,1,0
NC_000001.10:34631162-34631497,52,2,0
NC_000001.10:34643215-34643722,184,1,0
NC_000001.10:34662692-34663540,151,4,0
NC_000001.10:34666215-34666654,72,7,0
NC_000001.10:34667573-34667917,120,0,0
NC_000001.10:34673657-34674010,19,0,0
NC_000001.10:34677742-34678080,88,4,0
NC_000001.10:34684138-34684583,61,0,0
NC_000001.10:35135084-35135425,25,1,0
NC_000001.10:35183755-35184111,52,2,0
NC_000001.10:35222806-35223882,308,0,0
NC_000001.10:35226730-35227859,243,1,0
NC_000001.10:35250214-35251299,267,0,0
NC_000001.10:35258196-35258522,35,0,0
NC_000001.10:35259582-35261025,314,1,0
NC_000001.10:35320556-35321721,347,1,0
NC_000001.10:35331530-35331975,13,0,0
NC_000001.10:35332605-35332955,30,4,5
NC_000001.10:35333004-35333354,59,1,5
NC_000001.10:35334181-35334857,76,0,0
NC_000001.10:35350371-35350736,33,1,0
NC_000001.10:35350905-35351430,62,1,0
NC_000001.10:35351649-35352017,34,1,0
NC_000001.10:35365115-35365489,18,2,0
NC_000001.10:35365647-35366015,50,1,0
NC_000001.10:35369833-35371155,186,0,0
NC_000001.10:35441809-35442968,82,0,0
NC_000001.10:35447383-35447739,43,2,0
NC_000001.10:35449210-35449557,103,2,0
NC_000001.10:35450713-35451051,21,0,0
NC_000001.10:35452528-35454638,681,2,0
NC_000001.10:35455637-35455907,7,0,0
NC_000001.10:35457664-35458088,97,0,0
NC_000001.10:35469340-35469693,42,2,0
NC_000001.10:35470606-35470953,37,3,0
NC_000001.10:35472480-35472827,87,1,0
NC_000001.10:35474296-35474646,67,0,0
NC_000001.10:35475982-35476729,277,1,0
NC_000001.10:35477310-35477663,87,0,0
NC_000001.10:35477994-35478326,25,2,0
NC_000001.10:35480141-35480805,123,0,0
NC_000001.10:35484700-35485219,67,0,0
NC_000001.10:35485799-35486146,74,1,0
NC_000001.10:35496066-35496389,47,1,0
NC_000001.10:35559440-35559808,30,1,0
NC_000001.10:35561349-35561693,67,0,0
NC_000001.10:35562804-35563308,205,0,0
NC_000001.10:35569854-35570539,136,1,0
NC_000001.10:35575802-35576152,97,1,0
NC_000001.10:35577245-35577749,54,2,0
NC_000001.10:35578473-35580989,724,2,0
NC_000001.10:35643427-35643756,32,0,0
NC_000001.10:35649908-35650344,81,0,0
NC_000001.10:35652583-35653013,105,2,0
NC_000001.10:35653523-35653867,90,2,0
NC_000001.10:35654543-35655118,106,1,0
NC_000001.10:35656057-35656739,155,0,0
NC_000001.10:35656923-35657273,89,0,0
NC_000001.10:35657809-35658814,55,3,0
NC_000001.10:35734515-35734874,14,1,0
NC_000001.10:35790763-35791083,62,2,0
NC_000001.10:35824451-35825106,267,3,0
NC_000001.10:35826689-35827030,31,0,0
NC_000001.10:35827156-35827509,126,4,0
NC_000001.10:35835571-35835900,51,0,0
NC_000001.10:35835945-35836369,103,0,0
NC_000001.10:35846831-35847489,177,1,0
NC_000001.10:35850903-35851256,43,1,0
NC_000001.10:35851581-35851928,62,1,0
NC_000001.10:35852550-35853312,171,2,0
NC_000001.10:35854346-35854723,25,0,0
NC_000001.10:35855433-35855780,46,1,0
NC_000001.10:35857716-35858057,58,1,5
NC_000001.10:35858091-35858438,40,5,5
NC_000001.10:35859101-35859439,76,5,0
NC_000001.10:35862012-35862368,97,4,0
NC_000001.10:35862877-35863236,57,2,0
NC_000001.10:35863865-35864200,59,2,0
NC_000001.10:35864370-35864732,72,1,0
NC_000001.10:35864954-35865313,74,2,0
NC_000001.10:35870626-35871198,98,1,0
NC_000001.10:35873494-35873850,55,2,0
NC_000001.10:35879495-35879830,39,1,0
NC_000001.10:35880900-35881351,84,0,0
NC_000001.10:35883933-35884298,67,1,0
NC_000001.10:35885012-35885448,95,3,0
NC_000001.10:35900367-35900791,60,3,0
NC_000001.10:35906578-35906904,86,1,0
NC_000001.10:35907701-35908030,56,4,0
NC_000001.10:35908404-35908739,66,0,0
NC_000001.10:35909708-35910073,43,2,0
NC_000001.10:35913714-35914058,47,0,0
NC_000001.10:35915436-35915762,35,0,0
NC_000001.10:35915934-35916260,35,2,0
NC_000001.10:35917062-35917427,98,3,0
NC_000001.10:35918979-35919323,71,6,0
NC_000001.10:35919921-35920247,28,0,0
NC_000001.10:35921560-35922014,66,1,0
NC_000001.10:35925829-35926176,81,0,0
NC_000001.10:35928041-35928367,37,3,0
NC_000001.10:35932149-35932481,27,0,0
NC_000001.10:35936316-35936663,32,0,0
NC_000001.10:35940296-35940646,56,3,0
NC_000001.10:35944543-35944949,49,0,0
NC_000001.10:35972076-35972749,124,0,0
NC_000001.10:36019862-36020224,42,0,0
NC_000001.10:36023216-36023889,88,5,0
NC_000001.10:36024674-36025012,25,2,0
NC_000001.10:36025796-36026955,294,4,0
NC_000001.10:36027925-36028373,24,0,0
NC_000001.10:36028630-36029072,60,3,0
NC_000001.10:36029200-36029538,124,2,0
NC_000001.10:36030800-36031417,20,0,0
NC_000001.10:36032184-36032670,124,4,0
NC_000001.10:36038961-36039231,17,2,0
NC_000001.10:36039493-36040172,40,1,0
NC_000001.10:36040415-36040747,47,4,0
NC_000001.10:36042840-36043202,37,0,0
NC_000001.10:36053751-36054193,87,1,0
NC_000001.10:36055351-36055689,72,5,0
NC_000001.10:36056190-36056546,22,0,0
NC_000001.10:36059985-36060400,46,4,0
NC_000001.10:36068634-36069055,35,1,0
NC_000001.10:36070668-36071039,122,0,0
NC_000001.10:36074827-36075177,49,0,0
NC_000001.10:36096728-36097090,72,4,0
NC_000001.10:36101799-36102149,123,2,0
NC_000001.10:36106914-36107267,58,0,0
NC_000001.10:36181121-36181960,141,3,0
NC_000001.10:36186256-36186600,116,6,0
NC_000001.10:36201908-36202240,52,1,0
NC_000001.10:36202384-36202737,57,0,1
NC_000001.10:36202817-36203155,75,1,1
NC_000001.10:36203404-36203760,28,1,0
NC_000001.10:36204004-36204354,69,1,0
NC_000001.10:36204662-36205273,153,4,0
NC_000001.10:36208595-36209205,147,0,0
NC_000001.10:36210860-36211222,40,3,0
NC_000001.10:36212261-36212706,89,0,0
NC_000001.10:36213439-36213792,56,1,0
NC_000001.10:36214002-36214331,45,3,0
NC_000001.10:36214918-36215434,152,1,0
NC_000001.10:36216829-36217250,81,2,0
NC_000001.10:36219203-36219544,43,2,0
NC_000001.10:36225799-36226863,279,1,0
NC_000001.10:36227432-36227773,49,3,2
NC_000001.10:36227859-36228218,93,3,2
NC_000001.10:36228666-36229004,44,0,0
NC_000001.10:36229840-36230403,92,1,0
NC_000001.10:36230712-36231038,24,1,0
NC_000001.10:36235361-36235705,125,1,0
NC_000001.10:36273828-36274098,1,0,0
NC_000001.10:36282345-36282713,29,0,0
NC_000001.10:36288347-36288706,45,3,0
NC_000001.10:36290802-36291697,239,2,0
NC_000001.10:36292232-36292561,113,3,0
NC_000001.10:36296941-36297279,95,0,0
NC_000001.10:36297404-36297917,73,4,7
NC_000001.10:36297935-36298264,58,2,7
NC_000001.10:36299579-36299902,53,1,0
NC_000001.10:36301336-36301698,82,1,0
NC_000001.10:36306725-36307469,103,1,0
NC_000001.10:36315633-36315989,52,3,0
NC_000001.10:36316454-36316780,52,1,0
NC_000001.10:36319073-36319408,110,1,0
NC_000001.10:36348789-36349207,21,1,0
NC_000001.10:36354010-36354369,44,2,0
NC_000001.10:36358009-36358362,114,0,0
NC_000001.10:36358568-36358897,62,3,0
NC_000001.10:36359221-36360006,122,0,0
